systemTime,matchLogItemType,eventTime,roundNumber,roundTime,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue.1,blueVideoQuota,redVideoQuota
1716704889840,START_ROUND,,,,,,,,,,,,,,,,,,,,,,,
1716705209839,START_MATCH,1716705209839.0,1.0,1716699720000.0,,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705209840,START_ROUND,1716705209840.0,1.0,1716699720000.0,,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705212739,BLUE_BODY_HIT,1716705212739.0,1.0,1716699717102.0,2,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2,1.0,1.0
1716705222944,TIMEOUT,1716705222944.0,1.0,1716699706906.0,,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705226839,BLUE_ADD_GAME_JEON,1716705226838.0,1.0,1716699706906.0,MAIN_CONTROL,0.0,0.0,0-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,MAIN_CONTROL,1.0,1.0
1716705230935,RESUME,1716705230935.0,1.0,1716699706906.0,,0.0,0.0,0-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705245065,RED_BODY_HIT,1716705245065.0,1.0,1716699692776.0,12,0.0,0.0,0-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12,1.0,1.0
1716705263113,RED_BODY_HIT,1716705263112.0,1.0,1716699674729.0,7,0.0,0.0,0-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7,1.0,1.0
1716705263343,BLUE_BODY_HIT,1716705263343.0,1.0,1716699674499.0,6,0.0,0.0,0-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6,1.0,1.0
1716705264203,TIMEOUT,1716705264203.0,1.0,1716699673648.0,,0.0,0.0,0-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705266763,BLUE_ADD_GAME_JEON,1716705266763.0,1.0,1716699673648.0,MAIN_CONTROL,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,MAIN_CONTROL,1.0,1.0
1716705271550,RESUME,1716705271550.0,1.0,1716699673648.0,,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705274181,RED_BODY_HIT,1716705274181.0,1.0,1716699671017.0,6,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6,1.0,1.0
1716705276814,RED_BODY_HIT,1716705276814.0,1.0,1716699668384.0,10,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10,1.0,1.0
1716705277599,RED_BODY_HIT,1716705277599.0,1.0,1716699667599.0,16,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16,1.0,1.0
1716705279790,TIMEOUT,1716705279790.0,1.0,1716699665417.0,,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705283609,RESUME,1716705283609.0,1.0,1716699665416.0,,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705291282,RED_HEAD_HIT,1716705291282.0,1.0,1716699657744.0,19,0.0,0.0,0-2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19,1.0,1.0
1716705291286,RED_HEAD_POINT,1716705291282.0,1.0,1716699657741.0,SENSOR,0.0,3.0,0-5,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,SENSOR,1.0,1.0
1716705292045,BLUE_BODY_HIT,1716705292045.0,1.0,1716699656980.0,23,0.0,0.0,0-5,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,23,1.0,1.0
1716705292047,BLUE_BODY_POINT,1716705292045.0,1.0,1716699656980.0,SENSOR,2.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,SENSOR,1.0,1.0
1716705293386,TIMEOUT,1716705293386.0,1.0,1716699655650.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705296031,RESUME,1716705296031.0,1.0,1716699655649.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705303492,TIMEOUT,1716705303492.0,1.0,1716699648198.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705306671,RESUME,1716705306671.0,1.0,1716699648198.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705314849,BLUE_BODY_HIT,1716705314849.0,1.0,1716699640020.0,6,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6,1.0,1.0
1716705318811,TIMEOUT,1716705318811.0,1.0,1716699636068.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705321339,RESUME,1716705321339.0,1.0,1716699636066.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705325179,RED_BODY_HIT,1716705325179.0,1.0,1716699632227.0,4,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4,1.0,1.0
1716705328565,RED_BODY_HIT,1716705328565.0,1.0,1716699628840.0,9,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9,1.0,1.0
1716705330440,TIMEOUT,1716705330440.0,1.0,1716699626976.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705346042,RED_VIDEO_REQUEST,1716705346042.0,1.0,1716699626974.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705346042,SCOREBOARD,1716705346042.0,1.0,1716699626974.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716705427148,RED_VIDEO_QUOTA_CHANGED,1716705427148.0,1.0,1716699626974.0,0,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1.0,0.0
1716705436945,RESUME,1716705436945.0,1.0,1716699626974.0,,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,0.0
1716705439832,RED_BODY_HIT,1716705439831.0,1.0,1716699624088.0,1,0.0,0.0,2-5,2.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,1.0,0.0
