matchStartTime,matchEndTime,matchNumber,phaseName,subCategoryName,categoryGender,categoryName,numberOfJudges,minBodyLevel,bodySensorsEnabled,minHeadLevel,headSensorsEnabled,bodyPoints,headPoints,punchPoints,bodyTechPoints,headTechPoints,overtimePoints,overtimePenalties,cellingScore,differencialScore,nearMissLevel,roundsConfig.rounds,roundsConfig.roundTimeMinutes,roundsConfig.roundTimeSeconds,roundsConfig.kyeShiTimeMinutes,roundsConfig.kyeShiTimeSeconds,roundsConfig.restTimeMinutes,roundsConfig.restTimeSeconds,roundsConfig.goldenPointEnabled,roundsConfig.goldenPointTimeMinutes,roundsConfig.goldenPointTimeSeconds,matchWinner,matchWinnerBy,roundsWinners,goldenPointTieBreakerInfo.haveTieBreaker,goldenPointTieBreakerInfo.bluePunches,goldenPointTieBreakerInfo.blueRoundWins,goldenPointTieBreakerInfo.blueHits,goldenPointTieBreakerInfo.bluePenalties,goldenPointTieBreakerInfo.redPunches,goldenPointTieBreakerInfo.redRoundWins,goldenPointTieBreakerInfo.redHits,goldenPointTieBreakerInfo.redPenalties,goldenPointTieBreakerInfo.bluePARATechPoints,goldenPointTieBreakerInfo.redPARATechPoints,maxAllowedGamJeoms,matchResult,matchVictoryCriteria,paraTkdMatch,minBodyLevel,minHeadLevel,subCategoryName,gender,categoryName,categoryGender,categoryBodyLevel,categoryHeadLevel,blueAthleteName,blueAthleteWtfId,blueAthleteFlagName,blueAthleteFlagShowName,blueAthleteFlagAbbreviation,blueAthleteVideoQuota,redAthleteName,redAthleteWtfId,redAthleteFlagName,redAthleteFlagShowName,redAthleteFlagAbbreviation,redAthleteVideoQuota
12/02/2024 11:30:06:778,12/02/2024 11:43:09:965,418,Round of 32,JUNIORS,MALE,M -55KG,2,17,true,5,true,2,3,1,2,2,2,2,99,12,7,3,1,30,1,0,0,45,false,1,0,RED,PTF,1:BLUE;2:RED;3:RED;,false,0,0,0,0,0,0,0,0,0,0,5,29-25,BESTOF3,false,17,5,JUNIORS,MALE,M -55KG,MALE,17,5,OZKAYA E.,TUR-22980,Turkey,false,TUR,1,INAN M.,TUR-22686,Turkey,false,TUR,1
