eventTime,roundNumber,roundTime,systemTime,matchLogItemType,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue,blueVideoQuota,redVideoQuota
1707720860219,1,1707714090000,1707720860219,START_MATCH,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707720860220,1,1707714090000,1707720860220,START_ROUND,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707720862532,1,1707714087689,1707720862532,BLUE_BODY_HIT,8,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,8,1,1
1707720877893,1,1707714072328,1707720877893,RED_JUDGE_PUNCH,2,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,2,1,1
1707720878795,1,1707714071437,1707720878795,TIMEOUT,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707720880423,1,1707714071436,1707720880423,RESUME,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707720887503,1,1707714064356,1707720887503,RED_BODY_HIT,17,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,17,1,1
1707720887503,1,1707714064353,1707720887507,RED_BODY_POINT,SENSOR,0,2,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707720887892,1,1707714063968,1707720887892,BLUE_JUDGE_PUNCH,1,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,1,1,1
1707720888115,1,1707714063744,1707720888115,BLUE_JUDGE_PUNCH,2,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,2,1,1
1707720888115,1,1707714063744,1707720888116,BLUE_PUNCH_POINT,JUDGE,1,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,JUDGE,1,1
1707720888785,1,1707714063084,1707720888785,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720890634,1,1707714063083,1707720890634,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720892802,1,1707714060916,1707720892802,BLUE_BODY_HIT,10,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,10,1,1
1707720894477,1,1707714059240,1707720894477,RED_BODY_HIT,11,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,11,1,1
1707720896075,1,1707714057652,1707720896075,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720898028,1,1707714057652,1707720898028,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720906400,1,1707714049290,1707720906400,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720908242,1,1707714049290,1707720908242,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720913892,1,1707714043651,1707720913892,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720915474,1,1707714043649,1707720915474,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720921689,1,1707714037435,1707720921689,BLUE_JUDGE_PUNCH,2,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,2,1,1
1707720922127,1,1707714037007,1707720922127,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720922295,1,1707714037005,1707720922295,OT_BLUE_JUDGE_PUNCH,1,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,1,1,1
1707720924116,1,1707714037005,1707720924116,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720934846,1,1707714026286,1707720934846,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720937594,1,1707714026284,1707720937594,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720940806,1,1707714023084,1707720940806,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720943106,1,1707714023082,1707720943106,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720945993,1,1707714020204,1707720945993,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720947493,1,1707714020204,1707720947493,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720948304,1,1707714019393,1707720948304,RED_BODY_HIT,7,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,7,1,1
1707720951840,1,1707714015868,1707720951840,TIMEOUT,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720968376,1,1707714015868,1707720968376,OT_RED_BODY_HIT,14,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,14,1,1
1707720984546,1,1707714015868,1707720984546,RESUME,,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,,1,1
1707720992604,1,1707714007810,1707720992604,RED_BODY_HIT,17,0,0,1-2,1,2,1,2,0,0,0,0,0,0,0,0,false,17,1,1
1707720992604,1,1707714007808,1707720992606,RED_BODY_POINT,SENSOR,0,2,1-4,1,4,1,4,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707720993984,1,1707714006430,1707720993984,BLUE_HEAD_HIT,20,0,0,4-4,4,4,1,4,0,0,0,0,0,0,0,0,false,20,1,1
1707720993984,1,1707714006430,1707720993985,BLUE_HEAD_POINT,SENSOR,3,0,4-4,4,4,4,4,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707720996512,1,1707714003902,1707720996512,RED_BODY_HIT,19,0,0,4-4,4,4,4,4,0,0,0,0,0,0,0,0,false,19,1,1
1707720996512,1,1707714003901,1707720996514,RED_BODY_POINT,SENSOR,0,2,4-6,4,6,4,6,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707720997623,1,1707714002800,1707720997623,TIMEOUT,,0,0,4-6,4,6,4,6,0,0,0,0,0,0,0,0,false,,1,1
1707721000202,1,1707714002800,1707721000202,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,5-6,5,6,4,6,0,1,0,0,0,0,0,0,false,MAIN_CONTROL,1,1
1707721001102,1,1707714002800,1707721001102,RESUME,,0,0,5-6,5,6,4,6,0,1,0,0,0,0,0,0,false,,1,1
1707721007375,1,1707714000000,1707721007375,END_ROUND,,0,0,5-6,5,6,4,6,0,1,0,1,0,0,0,0,false,,1,1
1707721056294,1,1707714000000,1707721056294,NEXT_ROUND,,0,0,5-6,5,6,4,6,0,1,0,1,0,0,0,0,false,,1,1
1707721068277,2,1707714090000,1707721068277,START_ROUND,,0,0,0-0,0,0,0,0,0,0,0,1,0,0,0,0,false,,1,1
1707721074931,2,1707714083346,1707721074931,BLUE_BODY_HIT,28,0,0,0-0,0,0,0,0,0,0,0,1,0,0,0,0,false,28,1,1
1707721074931,2,1707714083344,1707721074935,BLUE_BODY_POINT,SENSOR,2,0,2-0,2,0,2,0,0,0,0,1,0,0,0,0,false,SENSOR,1,1
1707721074987,2,1707714083291,1707721074987,RED_BODY_HIT,12,0,0,2-0,2,0,2,0,0,0,0,1,0,0,0,0,false,12,1,1
1707721075528,2,1707714082759,1707721075528,TIMEOUT,,0,0,2-0,2,0,2,0,0,0,0,1,0,0,0,0,false,,1,1
1707721081863,2,1707714082759,1707721081863,BLUE_VIDEO_REQUEST,,0,0,2-0,2,0,2,0,0,0,0,1,0,0,0,0,false,,1,1
1707721081863,2,1707714082759,1707721081863,SCOREBOARD,,0,0,2-0,2,0,2,0,0,0,0,1,0,0,0,0,false,,1,1
1707721153679,2,1707714082759,1707721153679,BLUE_HEAD_POINT,SCOREBOARD_EDITOR,3,0,5-0,5,0,5,0,0,0,0,1,0,0,0,0,false,SCOREBOARD_EDITOR,1,1
1707721153680,2,1707714082759,1707721153680,BLUE_VIDEO_QUOTA_ACCEPTED,,0,0,5-0,5,0,5,0,0,0,0,1,0,0,0,0,false,,1,1
1707721171844,2,1707714082759,1707721171844,RESUME,,0,0,5-0,5,0,5,0,0,0,0,1,0,0,0,0,false,,1,1
1707721178991,2,1707714075621,1707721178991,TIMEOUT,,0,0,5-0,5,0,5,0,0,0,0,1,0,0,0,0,false,,1,1
1707721180794,2,1707714075621,1707721180794,RESUME,,0,0,5-0,5,0,5,0,0,0,0,1,0,0,0,0,false,,1,1
1707721182487,2,1707714073930,1707721182487,RED_BODY_HIT,13,0,0,5-0,5,0,5,0,0,0,0,1,0,0,0,0,false,13,1,1
1707721183162,2,1707714073263,1707721183162,TIMEOUT,,0,0,5-0,5,0,5,0,0,0,0,1,0,0,0,0,false,,1,1
1707721185466,2,1707714073263,1707721185466,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,MAIN_CONTROL,1,1
1707721186502,2,1707714073263,1707721186502,RESUME,,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,,1,1
1707721194027,2,1707714065749,1707721194027,TIMEOUT,,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,,1,1
1707721195467,2,1707714065747,1707721195467,RESUME,,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,,1,1
1707721197503,2,1707714063711,1707721197503,BLUE_JUDGE_PUNCH,1,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,1,1,1
1707721197821,2,1707714063403,1707721197821,TIMEOUT,,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,,1,1
1707721198005,2,1707714063403,1707721198005,OT_BLUE_JUDGE_PUNCH,2,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,2,1,1
1707721199860,2,1707714063403,1707721199860,RESUME,,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,,1,1
1707721202191,2,1707714061073,1707721202191,BLUE_BODY_HIT,16,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,16,1,1
1707721208068,2,1707714055195,1707721208069,RED_JUDGE_PUNCH,2,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,2,1,1
1707721208718,2,1707714054544,1707721208718,RED_JUDGE_PUNCH,1,0,0,6-0,6,0,5,0,0,1,0,1,0,0,0,0,false,1,1,1
1707721208718,2,1707714054541,1707721208723,RED_PUNCH_POINT,JUDGE,0,1,6-1,6,1,5,1,0,1,0,1,0,0,0,0,false,JUDGE,1,1
1707721208848,2,1707714054425,1707721208848,TIMEOUT,,0,0,6-1,6,1,5,1,0,1,0,1,0,0,0,0,false,,1,1
1707721211085,2,1707714054423,1707721211085,RESUME,,0,0,6-1,6,1,5,1,0,1,0,1,0,0,0,0,false,,1,1
1707721212000,2,1707714053508,1707721212000,BLUE_BODY_HIT,16,0,0,6-1,6,1,5,1,0,1,0,1,0,0,0,0,false,16,1,1
1707721212912,2,1707714052606,1707721212912,TIMEOUT,,0,0,6-1,6,1,5,1,0,1,0,1,0,0,0,0,false,,1,1
1707721215964,2,1707714052604,1707721215965,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,7-1,7,1,5,1,0,2,0,1,0,0,0,0,false,MAIN_CONTROL,1,1
1707721216389,2,1707714052604,1707721216389,RESUME,,0,0,7-1,7,1,5,1,0,2,0,1,0,0,0,0,false,,1,1
1707721217867,2,1707714051136,1707721217867,TIMEOUT,,0,0,7-1,7,1,5,1,0,2,0,1,0,0,0,0,false,,1,1
1707721219886,2,1707714051136,1707721219886,RESUME,,0,0,7-1,7,1,5,1,0,2,0,1,0,0,0,0,false,,1,1
1707721223599,2,1707714047433,1707721223599,TIMEOUT,,0,0,7-1,7,1,5,1,0,2,0,1,0,0,0,0,false,,1,1
1707721225686,2,1707714047433,1707721225686,RESUME,,0,0,7-1,7,1,5,1,0,2,0,1,0,0,0,0,false,,1,1
