matchStartTime,matchEndTime,matchNumber,phaseName,subCategoryName,categoryGender,categoryName,numberOfJudges,minBodyLevel,bodySensorsEnabled,minHeadLevel,headSensorsEnabled,bodyPoints,headPoints,punchPoints,bodyTechPoints,headTechPoints,overtimePoints,overtimePenalties,cellingScore,differencialScore,nearMissLevel,roundsConfig.rounds,roundsConfig.roundTimeMinutes,roundsConfig.roundTimeSeconds,roundsConfig.kyeShiTimeMinutes,roundsConfig.kyeShiTimeSeconds,roundsConfig.restTimeMinutes,roundsConfig.restTimeSeconds,roundsConfig.goldenPointEnabled,roundsConfig.goldenPointTimeMinutes,roundsConfig.goldenPointTimeSeconds,matchWinner,matchWinnerBy,roundsWinners,goldenPointTieBreakerInfo.haveTieBreaker,goldenPointTieBreakerInfo.bluePunches,goldenPointTieBreakerInfo.blueRoundWins,goldenPointTieBreakerInfo.blueHits,goldenPointTieBreakerInfo.bluePenalties,goldenPointTieBreakerInfo.redPunches,goldenPointTieBreakerInfo.redRoundWins,goldenPointTieBreakerInfo.redHits,goldenPointTieBreakerInfo.redPenalties,goldenPointTieBreakerInfo.bluePARATechPoints,goldenPointTieBreakerInfo.redPARATechPoints,maxAllowedGamJeoms,matchResult,matchVictoryCriteria,paraTkdMatch,minBodyLevel,minHeadLevel,subCategoryName,gender,categoryName,categoryGender,categoryBodyLevel,categoryHeadLevel,blueAthleteName,blueAthleteWtfId,blueAthleteFlagName,blueAthleteFlagShowName,blueAthleteFlagAbbreviation,blueAthleteVideoQuota,redAthleteName,redAthleteWtfId,redAthleteFlagName,redAthleteFlagShowName,redAthleteFlagAbbreviation,redAthleteVideoQuota
13/02/2024 08:24:08:978,13/02/2024 08:24:08:976,401,Round of 64,SENIORS,FEMALE,W -57KG,2,18,true,5,true,2,3,1,2,2,2,2,99,12,7,3,1,30,1,0,0,45,false,1,0,BLUE,WDR,,false,0,0,0,0,0,0,0,0,0,0,5,0-0,BESTOF3,false,18,5,SENIORS,FEMALE,W -57KG,FEMALE,18,5,AGOREN B.,TUR-5954,Turkey,false,TUR,1,YILMAZ Y.,TUR-12894,Turkey,false,TUR,1
