eventTime,roundNumber,roundTime,systemTime,matchLogItemType,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue,blueVideoQuota,redVideoQuota
1707809419325,1,1707807690000,1707809419326,NETWORK_ERROR,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707809463823,1,1707807690000,1707809463824,OT_BLUE_HEAD_HIT,13,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,13,1,1
1707809464323,1,1707807690000,1707809464323,NETWORK_ERROR,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707809529338,1,1707807690000,1707809529338,OT_BLUE_BODY_HIT,7,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,7,1,1
1707809531049,1,1707807690000,1707809531049,OT_BLUE_HEAD_HIT,16,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,16,1,1
1707809532780,1,1707807690000,1707809532780,OT_RED_BODY_HIT,10,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,10,1,1
1707809533990,1,1707807690000,1707809533990,OT_RED_HEAD_HIT,16,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,16,1,1
1707809549920,1,1707807690000,1707809549920,START_ROUND,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707809559688,1,1707807680243,1707809559688,TIMEOUT,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707809562039,1,1707807680241,1707809562039,RESUME,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707809569900,1,1707807672390,1707809569900,TIMEOUT,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707809572110,1,1707807672388,1707809572110,RESUME,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707809575339,1,1707807669159,1707809575339,BLUE_HEAD_HIT,17,0,0,3-0,3,0,0,0,0,0,0,0,0,0,0,0,false,17,1,1
1707809575339,1,1707807669157,1707809575343,BLUE_HEAD_POINT,SENSOR,3,0,3-0,3,0,3,0,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707809576465,1,1707807668044,1707809576465,TIMEOUT,,0,0,3-0,3,0,3,0,0,0,0,0,0,0,0,0,false,,1,1
1707809579592,1,1707807668042,1707809579592,RESUME,,0,0,3-0,3,0,3,0,0,0,0,0,0,0,0,0,false,,1,1
1707809590390,1,1707807657255,1707809590390,TIMEOUT,,0,0,3-0,3,0,3,0,0,0,0,0,0,0,0,0,false,,1,1
1707809593032,1,1707807657253,1707809593032,RESUME,,0,0,3-0,3,0,3,0,0,0,0,0,0,0,0,0,false,,1,1
1707809596595,1,1707807653691,1707809596595,BLUE_BODY_HIT,4,0,0,3-0,3,0,3,0,0,0,0,0,0,0,0,0,false,4,1,1
1707809599004,1,1707807651281,1707809599004,BLUE_BODY_HIT,29,0,0,5-0,5,0,3,0,0,0,0,0,0,0,0,0,false,29,1,1
1707809599004,1,1707807651279,1707809599008,BLUE_BODY_POINT,SENSOR,2,0,5-0,5,0,5,0,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707809600158,1,1707807650137,1707809600158,TIMEOUT,,0,0,5-0,5,0,5,0,0,0,0,0,0,0,0,0,false,,1,1
1707809603746,1,1707807650137,1707809603747,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,6-0,6,0,5,0,0,1,0,0,0,0,0,0,false,MAIN_CONTROL,1,1
