eventTime,roundNumber,roundTime,systemTime,matchLogItemType,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue,blueVideoQuota,redVideoQuota
1707897156344,1,1707886890000,1707897156344,START_MATCH,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707897156345,1,1707886890000,1707897156345,START_ROUND,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707897157608,1,1707886888737,1707897157608,RED_BODY_HIT,6,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,6,1,1
1707897163886,1,1707886882459,1707897163886,BLUE_BODY_HIT,12,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,12,1,1
1707897164496,1,1707886881849,1707897164496,RED_HEAD_HIT,18,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,18,1,1
1707897164496,1,1707886881847,1707897164500,RED_HEAD_POINT,SENSOR,0,3,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707897167328,1,1707886879016,1707897167328,BLUE_BODY_HIT,26,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,26,1,1
1707897167328,1,1707886879014,1707897167332,BLUE_BODY_POINT,SENSOR,2,0,2-3,2,3,2,3,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707897169185,1,1707886877171,1707897169185,TIMEOUT,,0,0,2-3,2,3,2,3,0,0,0,0,0,0,0,0,false,,1,1
1707897172159,1,1707886877169,1707897172159,RESUME,,0,0,2-3,2,3,2,3,0,0,0,0,0,0,0,0,false,,1,1
1707897175888,1,1707886873451,1707897175888,TIMEOUT,,0,0,2-3,2,3,2,3,0,0,0,0,0,0,0,0,false,,1,1
1707897185246,1,1707886873451,1707897185246,RESUME,,0,0,2-3,2,3,2,3,0,0,0,0,0,0,0,0,false,,1,1
1707897188495,1,1707886870213,1707897188495,TIMEOUT,,0,0,2-3,2,3,2,3,0,0,0,0,0,0,0,0,false,,1,1
1707897191184,1,1707886870211,1707897191185,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,3-3,3,3,2,3,0,1,0,0,0,0,0,0,false,MAIN_CONTROL,1,1
1707897194944,1,1707886870211,1707897194944,RESUME,,0,0,3-3,3,3,2,3,0,1,0,0,0,0,0,0,false,,1,1
1707897197349,1,1707886867806,1707897197349,RED_BODY_HIT,31,0,0,3-3,3,3,2,3,0,1,0,0,0,0,0,0,false,31,1,1
1707897197349,1,1707886867803,1707897197353,RED_BODY_POINT,SENSOR,0,2,3-5,3,5,2,5,0,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897198783,1,1707886866382,1707897198783,TIMEOUT,,0,0,3-5,3,5,2,5,0,1,0,0,0,0,0,0,false,,1,1
1707897201801,1,1707886866381,1707897201801,RESUME,,0,0,3-5,3,5,2,5,0,1,0,0,0,0,0,0,false,,1,1
1707897208101,1,1707886860091,1707897208101,TIMEOUT,,0,0,3-5,3,5,2,5,0,1,0,0,0,0,0,0,false,,1,1
1707897209900,1,1707886860091,1707897209900,RESUME,,0,0,3-5,3,5,2,5,0,1,0,0,0,0,0,0,false,,1,1
1707897211959,1,1707886858034,1707897211959,BLUE_BODY_HIT,34,0,0,3-5,3,5,2,5,0,1,0,0,0,0,0,0,false,34,1,1
1707897211959,1,1707886858030,1707897211963,BLUE_BODY_POINT,SENSOR,2,0,5-5,5,5,4,5,0,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897217721,1,1707886852272,1707897217721,BLUE_BODY_HIT,25,0,0,7-5,7,5,4,5,0,1,0,0,0,0,0,0,false,25,1,1
1707897217721,1,1707886852268,1707897217724,BLUE_BODY_POINT,SENSOR,2,0,7-5,7,5,6,5,0,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897218324,1,1707886851677,1707897218324,TIMEOUT,,0,0,7-5,7,5,6,5,0,1,0,0,0,0,0,0,false,,1,1
1707897224333,1,1707886851677,1707897224333,BLUE_ADD_GAME_JEON,MAIN_CONTROL,0,0,7-6,7,6,6,5,1,1,0,0,0,0,0,0,false,MAIN_CONTROL,1,1
1707897364436,1,1707886851677,1707897364436,RESUME,,0,0,7-6,7,6,6,5,1,1,0,0,0,0,0,0,false,,1,1
1707897368175,1,1707886847938,1707897368175,BLUE_BODY_HIT,7,0,0,7-6,7,6,6,5,1,1,0,0,0,0,0,0,false,7,1,1
1707897368540,1,1707886847574,1707897368540,BLUE_BODY_HIT,25,0,0,7-6,7,6,6,5,1,1,0,0,0,0,0,0,false,25,1,1
1707897368540,1,1707886847572,1707897368543,BLUE_BODY_POINT,SENSOR,2,0,9-6,9,6,8,5,1,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897368576,1,1707886847537,1707897368576,RED_BODY_HIT,41,0,0,9-6,9,6,8,5,1,1,0,0,0,0,0,0,false,41,1,1
1707897368576,1,1707886847537,1707897368577,RED_BODY_POINT,SENSOR,0,2,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897372908,1,1707886843206,1707897372908,RED_BODY_HIT,5,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,5,1,1
1707897378012,1,1707886838101,1707897378012,RED_BODY_HIT,3,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,3,1,1
1707897381828,1,1707886834286,1707897381828,RED_BODY_HIT,6,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,6,1,1
1707897383027,1,1707886833086,1707897383027,RED_BODY_HIT,6,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,6,1,1
1707897383696,1,1707886832418,1707897383696,RED_BODY_HIT,4,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,4,1,1
1707897385692,1,1707886830423,1707897385692,RED_BODY_HIT,9,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,9,1,1
1707897386920,1,1707886829204,1707897386920,TIMEOUT,,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,,1,1
1707897390335,1,1707886829202,1707897390335,RESUME,,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,,1,1
1707897392728,1,1707886826809,1707897392728,RED_JUDGE_PUNCH,2,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,2,1,1
1707897393166,1,1707886826372,1707897393166,RED_JUDGE_PUNCH,1,0,0,9-8,9,8,8,7,1,1,0,0,0,0,0,0,false,1,1,1
1707897393166,1,1707886826367,1707897393170,RED_PUNCH_POINT,JUDGE,0,1,9-9,9,9,8,8,1,1,0,0,0,0,0,0,false,JUDGE,1,1
1707897393982,1,1707886825556,1707897393982,RED_BODY_HIT,30,0,0,9-11,9,11,8,8,1,1,0,0,0,0,0,0,false,30,1,1
1707897393982,1,1707886825552,1707897393986,RED_BODY_POINT,SENSOR,0,2,9-11,9,11,8,10,1,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897396768,1,1707886822769,1707897396768,RED_BODY_HIT,33,0,0,9-11,9,11,8,10,1,1,0,0,0,0,0,0,false,33,1,1
1707897396768,1,1707886822767,1707897396772,RED_BODY_POINT,SENSOR,0,2,9-13,9,13,8,12,1,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897403612,1,1707886815925,1707897403612,RED_BODY_HIT,19,0,0,9-15,9,15,8,12,1,1,0,0,0,0,0,0,false,19,1,1
1707897403612,1,1707886815925,1707897403614,RED_BODY_POINT,SENSOR,0,2,9-15,9,15,8,14,1,1,0,0,0,0,0,0,false,SENSOR,1,1
1707897403758,1,1707886815780,1707897403758,BLUE_BODY_HIT,18,0,0,9-15,9,15,8,14,1,1,0,0,0,0,0,0,false,18,1,1
1707897403758,1,1707886815778,1707897403759,BLUE_BODY_POINT,SENSOR,2,0,11-15,11,15,10,14,1,1,0,0,0,0,0,0,false,SENSOR,1,1
