systemTime,matchLogItemType,eventTime,roundNumber,roundTime,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue.1,blueVideoQuota,redVideoQuota
1716702580173,START_ROUND,,,,,,,,,,,,,,,,,,,,,,,
1716702996672,START_MATCH,1716702996672.0,1.0,1716699720000.0,,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716702996673,START_ROUND,1716702996673.0,1.0,1716699720000.0,,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716703002724,RED_BODY_HIT,1716703002724.0,1.0,1716699713951.0,28,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,28,1.0,1.0
1716703002727,RED_BODY_POINT,1716703002724.0,1.0,1716699713949.0,SENSOR,0.0,2.0,0-2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,SENSOR,1.0,1.0
1716703003661,RED_BODY_HIT,1716703003661.0,1.0,1716699713013.0,12,0.0,0.0,0-2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12,1.0,1.0
1716703003959,TIMEOUT,1716703003959.0,1.0,1716699712725.0,,0.0,0.0,0-2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716703007728,BLUE_ADD_GAME_JEON,1716703007726.0,1.0,1716699712725.0,MAIN_CONTROL,0.0,0.0,0-3,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,MAIN_CONTROL,1.0,1.0
1716703009089,RESUME,1716703009089.0,1.0,1716699712725.0,,0.0,0.0,0-3,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,1.0,1.0
1716703012494,RED_HEAD_HIT,1716703012494.0,1.0,1716699709323.0,18,0.0,0.0,0-3,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18,1.0,1.0
1716703012500,RED_HEAD_POINT,1716703012494.0,1.0,1716699709319.0,SENSOR,0.0,3.0,0-6,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,SENSOR,1.0,1.0
1716703012610,RED_BODY_HIT,1716703012610.0,1.0,1716699709207.0,5,0.0,0.0,0-6,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1.0,1.0
1716703013837,RED_BODY_HIT,1716703013837.0,1.0,1716699707980.0,7,0.0,0.0,0-6,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7,1.0,1.0
1716703017120,RED_BODY_HIT,1716703017120.0,1.0,1716699704696.0,14,0.0,0.0,0-6,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14,1.0,1.0
