eventTime,roundNumber,roundTime,systemTime,matchLogItemType,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue,blueVideoQuota,redVideoQuota
1716575313599,1,1716555690000,1716575313599,OT_RED_HEAD_HIT,18,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,18,1,1
1716575317112,1,1716555690000,1716575317112,OT_BLUE_HEAD_HIT,7,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,7,1,1
1716575322841,1,1716555690000,1716575322841,NETWORK_ERROR,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716575323358,1,1716555690000,1716575323359,OT_BLUE_HEAD_HIT,12,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,12,1,1
1716575350764,1,1716555690000,1716575350764,OT_RED_HEAD_HIT,13,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,13,1,1
1716575693089,1,1716555690000,1716575693089,OT_BLUE_BODY_HIT,12,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,12,1,1
1716575695063,1,1716555690000,1716575695063,OT_BLUE_HEAD_HIT,10,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,10,1,1
1716575697645,1,1716555690000,1716575697645,OT_RED_BODY_HIT,25,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,25,1,1
1716575699630,1,1716555690000,1716575699630,OT_RED_HEAD_HIT,15,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,15,1,1
1716575783988,1,1716555690000,1716575783988,START_ROUND,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716575788454,1,1716555685534,1716575788454,RED_BODY_HIT,22,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,22,1,1
1716575788454,1,1716555685532,1716575788457,RED_BODY_POINT,SENSOR,0,2,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1716575794164,1,1716555679823,1716575794164,BLUE_BODY_HIT,7,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,7,1,1
1716575804414,1,1716555669574,1716575804414,RED_JUDGE_PUNCH,1,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,1,1,1
1716575804879,1,1716555669119,1716575804879,TIMEOUT,,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,,1,1
1716575809256,1,1716555669117,1716575809256,RESUME,,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,,1,1
1716575811873,1,1716555666499,1716575811873,RED_JUDGE_PUNCH,1,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,1,1,1
1716575812353,1,1716555666020,1716575812353,RED_JUDGE_PUNCH,2,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,2,1,1
1716575812353,1,1716555666019,1716575812356,RED_PUNCH_POINT,JUDGE,0,1,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,JUDGE,1,1
1716575812405,1,1716555665978,1716575812405,TIMEOUT,,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,,1,1
1716575814754,1,1716555665978,1716575814754,RESUME,,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,,1,1
1716575817547,1,1716555663195,1716575817547,TIMEOUT,,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,,1,1
1716575820402,1,1716555663195,1716575820402,RESUME,,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,,1,1
1716575834197,1,1716555649400,1716575834198,RED_JUDGE_PUNCH,1,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,1,1,1
1716575834717,1,1716555648890,1716575834717,TIMEOUT,,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,,1,1
1716575837333,1,1716555648888,1716575837333,RESUME,,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,,1,1
1716575845199,1,1716555641022,1716575845199,BLUE_HEAD_HIT,11,0,0,0-3,0,3,0,3,0,0,0,0,0,0,0,0,false,11,1,1
1716575845199,1,1716555641022,1716575845201,BLUE_HEAD_POINT,SENSOR,3,0,3-3,3,3,3,3,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1716575850615,1,1716555635617,1716575850615,TIMEOUT,,0,0,3-3,3,3,3,3,0,0,0,0,0,0,0,0,false,,1,1
1716575855131,1,1716555635615,1716575855133,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,4-3,4,3,3,3,0,1,0,0,0,0,0,0,false,MAIN_CONTROL,1,1
1716575856535,1,1716555635615,1716575856535,RESUME,,0,0,4-3,4,3,3,3,0,1,0,0,0,0,0,0,false,,1,1
1716575861514,1,1716555630647,1716575861514,TIMEOUT,,0,0,4-3,4,3,3,3,0,1,0,0,0,0,0,0,false,,1,1
1716575865889,1,1716555630645,1716575865889,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,5-3,5,3,3,3,0,2,0,0,0,0,0,0,false,MAIN_CONTROL,1,1
1716575868967,1,1716555630645,1716575868967,RESUME,,0,0,5-3,5,3,3,3,0,2,0,0,0,0,0,0,false,,1,1
1716575878963,1,1716555620648,1716575878963,RED_JUDGE_PUNCH,1,0,0,5-3,5,3,3,3,0,2,0,0,0,0,0,0,false,1,1,1
1716575879786,1,1716555619835,1716575879786,TIMEOUT,,0,0,5-3,5,3,3,3,0,2,0,0,0,0,0,0,false,,1,1
1716575886118,1,1716555619835,1716575886118,RESUME,,0,0,5-3,5,3,3,3,0,2,0,0,0,0,0,0,false,,1,1
1716575891362,1,1716555614591,1716575891362,RED_BODY_HIT,7,0,0,5-3,5,3,3,3,0,2,0,0,0,0,0,0,false,7,1,1
1716575891603,1,1716555614350,1716575891603,BLUE_HEAD_HIT,9,0,0,8-3,8,3,3,3,0,2,0,0,0,0,0,0,false,9,1,1
1716575891603,1,1716555614349,1716575891605,BLUE_HEAD_POINT,SENSOR,3,0,8-3,8,3,6,3,0,2,0,0,0,0,0,0,false,SENSOR,1,1
1716575893830,1,1716555612123,1716575893830,RED_BODY_HIT,12,0,0,8-5,8,5,6,3,0,2,0,0,0,0,0,0,false,12,1,1
1716575893830,1,1716555612121,1716575893833,RED_BODY_POINT,SENSOR,0,2,8-5,8,5,6,5,0,2,0,0,0,0,0,0,false,SENSOR,1,1
1716575893861,1,1716555612093,1716575893861,BLUE_BODY_HIT,7,0,0,8-5,8,5,6,5,0,2,0,0,0,0,0,0,false,7,1,1
1716575901172,1,1716555604781,1716575901172,BLUE_HEAD_HIT,10,0,0,11-5,11,5,6,5,0,2,0,0,0,0,0,0,false,10,1,1
1716575901172,1,1716555604780,1716575901173,BLUE_HEAD_POINT,SENSOR,3,0,11-5,11,5,9,5,0,2,0,0,0,0,0,0,false,SENSOR,1,1
1716575901467,1,1716555604485,1716575901467,RED_HEAD_HIT,16,0,0,11-5,11,5,9,5,0,2,0,0,0,0,0,0,false,16,1,1
