eventTime,roundNumber,roundTime,systemTime,matchLogItemType,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue,blueVideoQuota,redVideoQuota
1716722951650,1,1716699720000,1716722951650,START_MATCH,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716722951651,1,1716699720000,1716722951651,START_ROUND,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716722953624,1,1716699718029,1716722953624,RED_BODY_HIT,7,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,7,1,1
1716722959025,1,1716699712637,1716722959025,TIMEOUT,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716722962491,1,1716699712635,1716722962491,RESUME,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716722968446,1,1716699706681,1716722968446,RED_BODY_HIT,18,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,18,1,1
1716722974553,1,1716699700584,1716722974553,TIMEOUT,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716722979532,1,1716699700582,1716722979532,RESUME,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1716722983047,1,1716699697068,1716722983047,RED_BODY_HIT,21,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,21,1,1
1716722983047,1,1716699697065,1716722983050,RED_BODY_POINT,SENSOR,0,2,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1716722983949,1,1716699696176,1716722983949,TIMEOUT,,0,0,0-2,0,2,0,2,0,0,0,0,0,0,0,0,false,,1,1
1716722989472,1,1716699696174,1716722989473,RED_ADD_GAME_JEON,MAIN_CONTROL,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,MAIN_CONTROL,1,1
1716722996407,1,1716699696174,1716722996407,SCOREBOARD,,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,,1,1
1716722999011,1,1716699696174,1716722999011,RED_BODY_POINT,SCOREBOARD_EDITOR,0,-2,1-0,1,0,0,0,0,1,0,0,0,0,0,0,false,SCOREBOARD_EDITOR,1,1
1716723000946,1,1716699696174,1716723000946,RESUME,,0,0,1-0,1,0,0,0,0,1,0,0,0,0,0,0,false,,1,1
1716723003803,1,1716699693317,1716723003803,RED_BODY_HIT,31,0,0,1-0,1,0,0,0,0,1,0,0,0,0,0,0,false,31,1,1
1716723003803,1,1716699693317,1716723003805,RED_BODY_POINT,SENSOR,0,2,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,SENSOR,1,1
1716723007222,1,1716699689898,1716723007222,RED_BODY_HIT,4,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,4,1,1
1716723007600,1,1716699689521,1716723007600,RED_BODY_HIT,11,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,11,1,1
1716723010779,1,1716699686342,1716723010779,BLUE_BODY_HIT,12,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,12,1,1
1716723012341,1,1716699684780,1716723012341,RED_BODY_HIT,9,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,9,1,1
1716723012429,1,1716699684702,1716723012429,TIMEOUT,,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,,1,1
1716723017000,1,1716699684702,1716723017000,RESUME,,0,0,1-2,1,2,0,2,0,1,0,0,0,0,0,0,false,,1,1
1716723020570,1,1716699681133,1716723020570,RED_BODY_HIT,42,0,0,1-4,1,4,0,2,0,1,0,0,0,0,0,0,false,42,1,1
1716723020570,1,1716699681130,1716723020573,RED_BODY_POINT,SENSOR,0,2,1-4,1,4,0,4,0,1,0,0,0,0,0,0,false,SENSOR,1,1
1716723021659,1,1716699680055,1716723021659,TIMEOUT,,0,0,1-4,1,4,0,4,0,1,0,0,0,0,0,0,false,,1,1
