matchStartTime,matchEndTime,matchNumber,phaseName,subCategoryName,categoryGender,categoryName,numberOfJudges,minBodyLevel,bodySensorsEnabled,minHeadLevel,headSensorsEnabled,bodyPoints,headPoints,punchPoints,bodyTechPoints,headTechPoints,overtimePoints,overtimePenalties,cellingScore,differencialScore,nearMissLevel,roundsConfig.rounds,roundsConfig.roundTimeMinutes,roundsConfig.roundTimeSeconds,roundsConfig.kyeShiTimeMinutes,roundsConfig.kyeShiTimeSeconds,roundsConfig.restTimeMinutes,roundsConfig.restTimeSeconds,roundsConfig.goldenPointEnabled,roundsConfig.goldenPointTimeMinutes,roundsConfig.goldenPointTimeSeconds,matchWinner,matchWinnerBy,roundsWinners,goldenPointTieBreakerInfo.haveTieBreaker,goldenPointTieBreakerInfo.bluePunches,goldenPointTieBreakerInfo.blueRoundWins,goldenPointTieBreakerInfo.blueHits,goldenPointTieBreakerInfo.bluePenalties,goldenPointTieBreakerInfo.redPunches,goldenPointTieBreakerInfo.redRoundWins,goldenPointTieBreakerInfo.redHits,goldenPointTieBreakerInfo.redPenalties,goldenPointTieBreakerInfo.bluePARATechPoints,goldenPointTieBreakerInfo.redPARATechPoints,maxAllowedGamJeoms,matchResult,matchVictoryCriteria,paraTkdMatch,minBodyLevel,minHeadLevel,subCategoryName,gender,categoryName,categoryGender,categoryBodyLevel,categoryHeadLevel,blueAthleteName,blueAthleteWtfId,blueAthleteFlagName,blueAthleteFlagShowName,blueAthleteFlagAbbreviation,blueAthleteVideoQuota,redAthleteName,redAthleteWtfId,redAthleteFlagName,redAthleteFlagShowName,redAthleteFlagAbbreviation,redAthleteVideoQuota
26/05/2024 10:10:47:785,26/05/2024 10:17:44:042,308,Round of 16,SENIORS,MALE,M -74KG,2,21,true,5,true,2,3,1,2,2,2,2,99,12,7,3,2,0,1,0,1,0,false,1,0,RED,WDR,,false,0,0,0,0,0,0,0,0,0,0,5,0-0,BESTOF3,false,21,5,SENIORS,MALE,M -74KG,MALE,21,5,Muslu H.,TUR-6825,Turkey,false,TUR,1,Santas K.,TUR-6656,Turkey,false,TUR,1
