eventTime,roundNumber,roundTime,systemTime,matchLogItemType,entryValue,blueAddPoints,redAddPoints,score,blueGeneralPoints,redGeneralPoints,bluePoints,redPoints,bluePenalties,redPenalties,blueTotalPenalties,redTotalPenalties,blueGoldenPointHits,redGoldenPointHits,blueGoldenPointPenalties,redGoldenPointPenalties,goldenPointRound,entryValue,blueVideoQuota,redVideoQuota
1707812987546,1,1707807690000,1707812987546,OT_BLUE_BODY_HIT,15,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,15,1,1
1707812989602,1,1707807690000,1707812989602,OT_BLUE_HEAD_HIT,22,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,22,1,1
1707812993553,1,1707807690000,1707812993553,OT_RED_BODY_HIT,22,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,22,1,1
1707812995195,1,1707807690000,1707812995195,OT_RED_HEAD_HIT,20,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,20,1,1
1707813013455,1,1707807690000,1707813013455,START_ROUND,,0,0,0-0,0,0,0,0,0,0,0,0,0,0,0,0,false,,1,1
1707813015947,1,1707807687509,1707813015947,BLUE_BODY_HIT,22,0,0,2-0,2,0,0,0,0,0,0,0,0,0,0,0,false,22,1,1
1707813015947,1,1707807687507,1707813015951,BLUE_BODY_POINT,SENSOR,2,0,2-0,2,0,2,0,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707813020060,1,1707807683396,1707813020060,BLUE_HEAD_HIT,33,0,0,5-0,5,0,2,0,0,0,0,0,0,0,0,0,false,33,1,1
1707813020060,1,1707807683392,1707813020064,BLUE_HEAD_POINT,SENSOR,3,0,5-0,5,0,5,0,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707813021142,1,1707807682313,1707813021142,BLUE_BODY_HIT,15,0,0,5-0,5,0,5,0,0,0,0,0,0,0,0,0,false,15,1,1
1707813021992,1,1707807681463,1707813021992,BLUE_BODY_HIT,22,0,0,5-0,5,0,5,0,0,0,0,0,0,0,0,0,false,22,1,1
1707813021992,1,1707807681461,1707813021996,BLUE_BODY_POINT,SENSOR,2,0,7-0,7,0,7,0,0,0,0,0,0,0,0,0,false,SENSOR,1,1
1707813022490,1,1707807680966,1707813022490,RED_BODY_HIT,16,0,0,7-0,7,0,7,0,0,0,0,0,0,0,0,0,false,16,1,1
